348.10998438983785	356.98498438983785
348.52335004521655	356.69522504521655
348.97099322122585	352.75224322122585
349.9721300168015	349.9721300168015
350.5082027849843	350.5082027849843
352.7684971823121	352.7684971823121
354.64695252429715	354.64695252429715
356.68026867479034	365.80526867479034
356.73204989232056	365.90392489232056
358.8744758330454	358.8744758330454
0	8.484375
0.9969080081523884	9.293783008152388
2.682276886356533	10.088526886356533
2.5830546045404503	8.67680460454045
5.2196962567230685	13.641571256723068
